Make_Id,Make_Name,Model_Id,Model_Name,Engine_Type,Engine_Fuel_Type,Engine_Cylinders,Engine_Horsepower_Hp,Engine_Drive_Type,Engine_Transmission,Body_Type
13,Kia,442,Cadenza,gas,regular unleaded,V6,290,front wheel drive,8-speed shiftable automatic,Sedan
13,Kia,53,Forte,gas,regular unleaded,I4,147,front wheel drive,continuously variable-speed automatic,Sedan
13,Kia,443,K900,gas,premium unleaded (recommended),V6,365,all wheel drive,8-speed shiftable automatic,Sedan
13,Kia,257,Niro,hybrid,regular unleaded,I4,139,front wheel drive,6-speed automated manual,SUV
13,Kia,258,Niro EV,electric,electric,none,201,front wheel drive,1-speed direct drive,SUV
13,Kia,259,Niro Plug-In Hybrid,plug-in hybrid,regular unleaded,I4,139,front wheel drive,6-speed automated manual,SUV
13,Kia,444,Optima,gas,regular unleaded,I4,178,front wheel drive,7-speed automated manual,Sedan
13,Kia,445,Optima Hybrid,hybrid,regular unleaded,I4,192,front wheel drive,6-speed shiftable automatic,Sedan
13,Kia,446,Optima Plug-In Hybrid,plug-in hybrid,regular unleaded,I4,202,front wheel drive,6-speed shiftable automatic,Sedan
13,Kia,260,Rio,gas,regular unleaded,I4,120,front wheel drive,continuously variable-speed automatic,Sedan
13,Kia,404,Sedona,gas,regular unleaded,V6,276,front wheel drive,8-speed shiftable automatic,Minivan
13,Kia,261,Sorento,gas,regular unleaded,V6,290,front wheel drive,8-speed shiftable automatic,SUV
13,Kia,56,Soul,gas,regular unleaded,I4,147,front wheel drive,continuously variable-speed automatic,Wagon
13,Kia,57,Sportage,gas,regular unleaded,I4,181,all wheel drive,6-speed shiftable automatic,SUV
13,Kia,59,Stinger,gas,premium unleaded (recommended),V6,365,rear wheel drive,8-speed shiftable automatic,Sedan
13,Kia,264,Telluride,gas,regular unleaded,V6,291,all wheel drive,8-speed automatic,SUV
32,Lamborghini,405,Aventador,gas,premium unleaded (required),V12,730,all wheel drive,7-speed automated manual,Coupe
32,Lamborghini,265,Huracan,gas,premium unleaded (required),V10,630,all wheel drive,7-speed automated manual,Coupe
32,Lamborghini,266,Urus,gas,premium unleaded (required),V8,641,all wheel drive,8-speed shiftable automatic,SUV
14,Land Rover,60,Defender,gas,premium unleaded (recommended),I4,296,all wheel drive,8-speed shiftable automatic,SUV
14,Land Rover,61,Discovery,gas,premium unleaded (required),V6,340,four wheel drive,8-speed shiftable automatic,SUV
14,Land Rover,62,Discovery Sport,gas,regular unleaded,I4,246,all wheel drive,9-speed automatic,SUV
14,Land Rover,63,Range Rover,mild hybrid,premium unleaded (recommended),I6,355,four wheel drive,8-speed shiftable automatic,SUV
14,Land Rover,64,Range Rover Evoque,gas,premium unleaded (recommended),I4,246,all wheel drive,9-speed shiftable automatic,SUV
14,Land Rover,267,Range Rover Sport,mild hybrid,premium unleaded (recommended),I6,355,four wheel drive,8-speed shiftable automatic,SUV
14,Land Rover,65,Range Rover Velar,gas,premium unleaded (recommended),I4,247,all wheel drive,8-speed shiftable automatic,SUV
33,Lexus,268,ES,hybrid,regular unleaded,I4,215,front wheel drive,continuously variable-speed automatic,Sedan
33,Lexus,447,GS,gas,premium unleaded (required),V6,311,all wheel drive,6-speed shiftable automatic,Sedan
33,Lexus,269,GX,gas,premium unleaded (required),V8,301,four wheel drive,6-speed shiftable automatic,SUV
33,Lexus,270,IS,gas,premium unleaded (required),I4,241,rear wheel drive,8-speed shiftable automatic,Sedan
33,Lexus,271,LC,gas,premium unleaded (required),V8,471,rear wheel drive,10-speed shiftable automatic,Coupe
33,Lexus,272,LS,gas,premium unleaded (required),V6,416,rear wheel drive,10-speed shiftable automatic,Sedan
33,Lexus,273,LX,gas,premium unleaded (recommended),V8,383,four wheel drive,8-speed shiftable automatic,SUV
33,Lexus,274,NX,gas,premium unleaded (required),I4,235,all wheel drive,6-speed shiftable automatic,SUV
33,Lexus,275,RC,gas,premium unleaded (required),I4,241,rear wheel drive,8-speed shiftable automatic,Coupe
33,Lexus,276,RX,gas,regular unleaded,V6,295,all wheel drive,8-speed shiftable automatic,SUV
33,Lexus,277,UX,gas,premium unleaded (recommended),I4,169,front wheel drive,continuously variable-speed automatic,SUV
15,Lincoln,66,Aviator,gas,premium unleaded (recommended),V6,400,rear wheel drive,10-speed shiftable automatic,SUV
15,Lincoln,448,Continental,gas,regular unleaded,V6,305,all wheel drive,6-speed shiftable automatic,Sedan
15,Lincoln,278,Corsair,gas,premium unleaded (recommended),I4,250,front wheel drive,8-speed shiftable automatic,SUV
15,Lincoln,449,MKZ,gas,premium unleaded (recommended),I4,245,front wheel drive,6-speed shiftable automatic,Sedan
15,Lincoln,279,Nautilus,gas,premium unleaded (recommended),I4,250,all wheel drive,8-speed shiftable automatic,SUV
15,Lincoln,280,Navigator,gas,regular unleaded,V6,450,four wheel drive,10-speed shiftable automatic,SUV
45,Lotus,406,Evora GT,gas,premium unleaded (recommended),V6,416,rear wheel drive,6-speed manual,Coupe
35,Maserati,282,Ghibli,gas,premium unleaded (required),V6,345,rear wheel drive,8-speed shiftable automatic,Sedan
35,Maserati,283,Levante,gas,premium unleaded (required),V6,345,all wheel drive,8-speed shiftable automatic,SUV
35,Maserati,285,Quattroporte,gas,premium unleaded (required),V8,523,rear wheel drive,8-speed shiftable automatic,Sedan
16,Mazda,286,3,gas,regular unleaded,I4,186,front wheel drive,6-speed shiftable automatic,Sedan
16,Mazda,407,6,gas,premium unleaded (recommended),I4,227,front wheel drive,6-speed shiftable automatic,Sedan
16,Mazda,408,CX-3,gas,regular unleaded,I4,148,all wheel drive,6-speed shiftable automatic,SUV
16,Mazda,287,CX-30,gas,regular unleaded,I4,186,all wheel drive,6-speed shiftable automatic,SUV
16,Mazda,288,CX-5,gas,regular unleaded,I4,187,all wheel drive,6-speed shiftable automatic,SUV
16,Mazda,289,CX-9,gas,premium unleaded (recommended),I4,227,front wheel drive,6-speed shiftable automatic,SUV
16,Mazda,291,MX-5 Miata,gas,premium unleaded (recommended),I4,181,rear wheel drive,6-speed shiftable automatic,Convertible
16,Mazda,292,MX-5 Miata RF,gas,premium unleaded (recommended),I4,181,rear wheel drive,6-speed manual,Convertible
36,McLaren,450,570S,gas,premium unleaded (required),V8,562,rear wheel drive,7-speed automated manual,Coupe
36,McLaren,451,570S Spider,gas,premium unleaded (required),V8,562,rear wheel drive,7-speed automated manual,Convertible
36,McLaren,452,600LT Spider,gas,premium unleaded (required),V8,592,rear wheel drive,7-speed automated manual,Convertible
36,McLaren,293,720S,gas,premium unleaded (required),V8,710,rear wheel drive,7-speed automated manual,Coupe
36,McLaren,294,720S Spider,gas,premium unleaded (required),V8,710,rear wheel drive,7-speed automated manual,Convertible
36,McLaren,297,GT,gas,premium unleaded (required),V8,612,rear wheel drive,7-speed automated manual,Coupe
37,Mercedes-Benz,298,A-Class,gas,premium unleaded (required),I4,188,front wheel drive,7-speed automated manual,Sedan
37,Mercedes-Benz,299,AMG GT,mild hybrid,premium unleaded (required),I6,429,all wheel drive,9-speed shiftable automatic,Sedan
37,Mercedes-Benz,300,C-Class,gas,premium unleaded (required),V6,385,all wheel drive,9-speed shiftable automatic,Convertible
37,Mercedes-Benz,301,CLA-Class,gas,premium unleaded (required),I4,302,all wheel drive,7-speed automated manual,Sedan
37,Mercedes-Benz,302,CLS-Class,mild hybrid,premium unleaded (required),I6,429,all wheel drive,9-speed shiftable automatic,Sedan
37,Mercedes-Benz,303,E-Class,mild hybrid,premium unleaded (required),I6,429,all wheel drive,9-speed shiftable automatic,Convertible
37,Mercedes-Benz,411,G-Class,gas,premium unleaded (required),V8,577,four wheel drive,9-speed shiftable automatic,SUV
37,Mercedes-Benz,305,GLA-Class,gas,premium unleaded (required),I4,208,front wheel drive,7-speed automated manual,SUV
37,Mercedes-Benz,306,GLB-Class,gas,premium unleaded (required),I4,221,front wheel drive,8-speed automated manual,SUV
37,Mercedes-Benz,307,GLC-Class,gas,premium unleaded (required),V6,385,all wheel drive,9-speed shiftable automatic,SUV
37,Mercedes-Benz,308,GLC-Class Coupe,gas,premium unleaded (required),V6,385,all wheel drive,9-speed shiftable automatic,SUV
37,Mercedes-Benz,309,GLE-Class,gas,premium unleaded (required),I4,255,rear wheel drive,9-speed shiftable automatic,SUV
37,Mercedes-Benz,311,GLS-Class,mild hybrid,premium unleaded (required),I6,362,all wheel drive,9-speed shiftable automatic,SUV
37,Mercedes-Benz,312,Maybach,gas,premium unleaded (required),V8,463,all wheel drive,9-speed shiftable automatic,Sedan
37,Mercedes-Benz,314,Metris,gas,premium unleaded (recommended),I4,208,rear wheel drive,7-speed shiftable automatic,Minivan
37,Mercedes-Benz,315,S-Class,gas,premium unleaded (required),V8,603,all wheel drive,9-speed shiftable automatic,Sedan
37,Mercedes-Benz,316,SL-Class,gas,premium unleaded (required),V6,362,rear wheel drive,9-speed shiftable automatic,Convertible
37,Mercedes-Benz,453,SLC-Class,gas,premium unleaded (required),V6,385,rear wheel drive,9-speed shiftable automatic,Convertible
37,Mercedes-Benz,317,Sprinter,gas,regular unleaded,I4,188,rear wheel drive,9-speed shiftable automatic,Van
17,MINI,68,Clubman,gas,regular unleaded,I4,189,front wheel drive,7-speed automated manual,Hatchback
17,MINI,69,Convertible,gas,premium unleaded (required),I3,134,front wheel drive,7-speed automated manual,Convertible
17,MINI,70,Countryman,gas,premium unleaded (required),I3,134,front wheel drive,7-speed automated manual,Wagon
17,MINI,71,Hardtop 2 Door,gas,premium unleaded (required),I3,134,front wheel drive,7-speed automated manual,Hatchback
17,MINI,72,Hardtop 4 Door,gas,premium unleaded (required),I3,134,front wheel drive,7-speed automated manual,Hatchback
18,Mitsubishi,73,Eclipse Cross,gas,regular unleaded,I4,152,all wheel drive,continuously variable-speed automatic,SUV
18,Mitsubishi,318,Mirage,gas,regular unleaded,I3,78,front wheel drive,5-speed manual,Hatchback
18,Mitsubishi,319,Mirage G4,gas,regular unleaded,I3,78,front wheel drive,continuously variable-speed automatic,Sedan
18,Mitsubishi,320,Outlander,gas,regular unleaded,I4,166,all wheel drive,continuously variable-speed automatic,SUV
18,Mitsubishi,321,Outlander PHEV,plug-in hybrid,regular unleaded,I4,none,all wheel drive,1-speed direct drive,SUV
18,Mitsubishi,322,Outlander Sport,gas,regular unleaded,I4,148,all wheel drive,continuously variable-speed automatic,SUV
19,Nissan,454,370Z,gas,premium unleaded (required),V6,332,rear wheel drive,6-speed manual,Coupe
19,Nissan,323,Altima,gas,regular unleaded,I4,188,front wheel drive,continuously variable-speed automatic,Sedan
19,Nissan,324,Armada,gas,regular unleaded,V8,390,rear wheel drive,7-speed automatic,SUV
19,Nissan,325,Frontier,gas,regular unleaded,V6,310,four wheel drive,9-speed automatic,Truck (Crew Cab)
19,Nissan,412,GT-R,gas,premium unleaded (required),V6,600,all wheel drive,6-speed automated manual,Coupe
19,Nissan,326,Kicks,gas,regular unleaded,I4,122,front wheel drive,continuously variable-speed automatic,Hatchback
19,Nissan,74,LEAF,electric,electric,,147,front wheel drive,1-speed direct drive,Hatchback
19,Nissan,327,Maxima,gas,premium unleaded (recommended),V6,300,front wheel drive,continuously variable-speed automatic,Sedan
19,Nissan,328,Murano,gas,regular unleaded,V6,260,all wheel drive,continuously variable-speed automatic,SUV
19,Nissan,413,NV Cargo,gas,regular unleaded,V6,261,rear wheel drive,5-speed automatic,Van
19,Nissan,414,NV Passenger,gas,regular unleaded,V6,261,rear wheel drive,5-speed automatic,Van
19,Nissan,415,NV200,gas,regular unleaded,I4,131,front wheel drive,continuously variable-speed automatic,Minivan
19,Nissan,329,Pathfinder,gas,regular unleaded,V6,284,four wheel drive,continuously variable-speed automatic,SUV
19,Nissan,330,Rogue,gas,regular unleaded,I4,170,front wheel drive,continuously variable-speed automatic,SUV
19,Nissan,331,Rogue Sport,gas,regular unleaded,I4,141,front wheel drive,continuously variable-speed automatic,SUV
19,Nissan,332,Sentra,gas,regular unleaded,I4,149,front wheel drive,continuously variable-speed automatic,Sedan
19,Nissan,333,Titan,gas,regular unleaded,V8,400,rear wheel drive,9-speed shiftable automatic,Truck (Crew Cab)
19,Nissan,334,Titan XD,gas,regular unleaded,V8,400,four wheel drive,9-speed shiftable automatic,Truck (Crew Cab)
19,Nissan,335,Versa,gas,regular unleaded,I4,122,front wheel drive,5-speed manual,Sedan
20,Polestar,416,1,plug-in hybrid,premium unleaded (required),I4,619,all wheel drive,8-speed shiftable automatic,Coupe
38,Porsche,336,718 Boxster,gas,premium unleaded (required),flat 4,300,rear wheel drive,6-speed manual,Convertible
38,Porsche,337,718 Cayman,gas,premium unleaded (required),flat 4,300,rear wheel drive,6-speed manual,Coupe
38,Porsche,338,911,gas,premium unleaded (required),flat 6,379,rear wheel drive,8-speed automated manual,Coupe
38,Porsche,339,Cayenne,gas,premium unleaded (required),V6,335,all wheel drive,8-speed shiftable automatic,SUV
38,Porsche,340,Cayenne Coupe,gas,premium unleaded (required),V6,335,all wheel drive,8-speed shiftable automatic,SUV
38,Porsche,341,Macan,gas,premium unleaded (required),I4,248,all wheel drive,7-speed automated manual,SUV
38,Porsche,342,Panamera,gas,premium unleaded (required),V6,330,rear wheel drive,8-speed automated manual,Sedan
38,Porsche,343,Taycan,electric,electric,none,522,all wheel drive,2-speed automatic,Sedan
39,Ram,344,1500,mild hybrid,regular unleaded,V6,305,rear wheel drive,8-speed shiftable automatic,Truck (Crew Cab)
39,Ram,347,1500 Classic,gas,regular unleaded,V6,305,rear wheel drive,8-speed shiftable automatic,Truck (Quad Cab)
39,Ram,345,2500,gas,regular unleaded,V8,410,rear wheel drive,8-speed shiftable automatic,Truck (Crew Cab)
39,Ram,346,3500,gas,regular unleaded,V8,410,four wheel drive,8-speed shiftable automatic,Truck (Mega Cab)
39,Ram,348,Promaster Cargo Van,gas,regular unleaded,V6,280,front wheel drive,6-speed shiftable automatic,Van
39,Ram,349,Promaster City,gas,regular unleaded,I4,178,front wheel drive,9-speed automatic,Minivan
39,Ram,350,Promaster Window Van,gas,regular unleaded,V6,280,front wheel drive,6-speed shiftable automatic,Van
41,Rolls-Royce,352,Cullinan,gas,premium unleaded (required),V12,563,all wheel drive,8-speed shiftable automatic,SUV
41,Rolls-Royce,455,Dawn,gas,premium unleaded (required),V12,563,rear wheel drive,8-speed shiftable automatic,Convertible
41,Rolls-Royce,417,Ghost,gas,premium unleaded (required),V12,563,rear wheel drive,8-speed automatic,Sedan
41,Rolls-Royce,456,Phantom,gas,premium unleaded (required),V12,563,rear wheel drive,8-speed automatic,Sedan
41,Rolls-Royce,457,Wraith,gas,premium unleaded (required),V12,623,rear wheel drive,8-speed shiftable automatic,Coupe
21,Subaru,353,Ascent,gas,regular unleaded,flat 4,260,all wheel drive,continuously variable-speed automatic,SUV
21,Subaru,77,BRZ,gas,premium unleaded (required),flat 4,200,rear wheel drive,6-speed shiftable automatic,Coupe
21,Subaru,78,Crosstrek,gas,regular unleaded,flat 4,152,all wheel drive,continuously variable-speed automatic,SUV
21,Subaru,354,Forester,gas,regular unleaded,flat 4,182,all wheel drive,continuously variable-speed automatic,SUV
21,Subaru,79,Impreza,gas,regular unleaded,flat 4,152,all wheel drive,5-speed manual,Sedan
21,Subaru,80,Legacy,gas,regular unleaded,flat 4,182,all wheel drive,continuously variable-speed automatic,Sedan
21,Subaru,81,Outback,gas,regular unleaded,flat 4,182,all wheel drive,continuously variable-speed automatic,SUV
21,Subaru,355,WRX,gas,premium unleaded (required),flat 4,268,all wheel drive,6-speed manual,Sedan
42,Tesla,356,Model 3,electric,electric,none,none,all wheel drive,1-speed direct drive,Sedan
42,Tesla,357,Model S,electric,electric,none,none,all wheel drive,1-speed direct drive,Sedan
42,Tesla,358,Model X,electric,electric,none,none,all wheel drive,1-speed direct drive,SUV
42,Tesla,359,Model Y,electric,electric,none,none,rear wheel drive,1-speed direct drive,SUV
22,Toyota,360,4Runner,gas,regular unleaded,V6,270,rear wheel drive,5-speed shiftable automatic,SUV
22,Toyota,458,86,gas,premium unleaded (recommended),flat 4,205,rear wheel drive,6-speed manual,Coupe
22,Toyota,361,Avalon,gas,regular unleaded,V6,301,front wheel drive,8-speed shiftable automatic,Sedan
22,Toyota,362,Avalon Hybrid,hybrid,regular unleaded,I4,215,front wheel drive,continuously variable-speed automatic,Sedan
22,Toyota,363,C-HR,gas,regular unleaded,I4,144,front wheel drive,continuously variable-speed automatic,SUV
22,Toyota,84,Camry,gas,regular unleaded,I4,203,front wheel drive,8-speed shiftable automatic,Sedan
22,Toyota,85,Camry Hybrid,hybrid,regular unleaded,I4,208,front wheel drive,continuously variable-speed automatic,Sedan
22,Toyota,364,Corolla,gas,regular unleaded,I4,139,front wheel drive,continuously variable-speed automatic,Sedan
22,Toyota,366,Corolla Hatchback,gas,regular unleaded,I4,168,front wheel drive,continuously variable-speed automatic,Hatchback
22,Toyota,367,Corolla Hybrid,hybrid,regular unleaded,I4,121,front wheel drive,continuously variable-speed automatic,Sedan
22,Toyota,368,GR Supra,gas,premium unleaded (required),I6,335,rear wheel drive,8-speed shiftable automatic,Coupe
22,Toyota,369,Highlander,gas,regular unleaded,V6,295,all wheel drive,8-speed shiftable automatic,SUV
22,Toyota,370,Highlander Hybrid,hybrid,regular unleaded,I4,243,all wheel drive,continuously variable-speed automatic,SUV
22,Toyota,418,Land Cruiser,gas,regular unleaded,V8,381,four wheel drive,8-speed shiftable automatic,SUV
22,Toyota,371,Mirai,electric (fuel cell),hydrogen,none,151,front wheel drive,1-speed direct drive,Sedan
22,Toyota,372,Prius,hybrid,regular unleaded,I4,121,front wheel drive,continuously variable-speed automatic,Hatchback
22,Toyota,373,Prius Prime,plug-in hybrid,regular unleaded,I4,121,front wheel drive,continuously variable-speed automatic,Hatchback
22,Toyota,374,RAV4,gas,regular unleaded,I4,203,all wheel drive,8-speed shiftable automatic,SUV
22,Toyota,375,RAV4 Hybrid,hybrid,regular unleaded,I4,219,all wheel drive,continuously variable-speed automatic,SUV
22,Toyota,377,Sequoia,gas,regular unleaded,V8,381,four wheel drive,6-speed shiftable automatic,SUV
22,Toyota,378,Sienna,gas,regular unleaded,V6,296,front wheel drive,8-speed shiftable automatic,Minivan
22,Toyota,379,Tacoma,gas,regular unleaded,V6,278,rear wheel drive,6-speed automatic,Truck (Double Cab)
22,Toyota,380,Tundra,gas,regular unleaded,V8,381,four wheel drive,6-speed shiftable automatic,Truck (CrewMax)
22,Toyota,459,Yaris,gas,regular unleaded,I4,106,front wheel drive,6-speed manual,Sedan
22,Toyota,460,Yaris Hatchback,gas,regular unleaded,I4,106,front wheel drive,6-speed automatic,Hatchback
43,Volkswagen,382,Arteon,gas,premium unleaded (required),I4,268,all wheel drive,8-speed shiftable automatic,Hatchback
43,Volkswagen,383,Atlas,gas,regular unleaded,V6,276,all wheel drive,8-speed shiftable automatic,SUV
43,Volkswagen,384,Atlas Cross Sport,gas,premium unleaded (recommended),I4,235,front wheel drive,8-speed shiftable automatic,SUV
43,Volkswagen,419,Golf,gas,regular unleaded,I4,147,front wheel drive,8-speed shiftable automatic,Hatchback
43,Volkswagen,385,Golf GTI,gas,premium unleaded (recommended),I4,228,front wheel drive,6-speed manual,Hatchback
43,Volkswagen,388,Jetta,gas,regular unleaded,I4,147,front wheel drive,8-speed shiftable automatic,Sedan
43,Volkswagen,389,Jetta GLI,gas,premium unleaded (recommended),I4,228,front wheel drive,7-speed automated manual,Sedan
43,Volkswagen,390,Passat,gas,regular unleaded,I4,174,front wheel drive,6-speed shiftable automatic,Sedan
43,Volkswagen,392,Tiguan,gas,regular unleaded,I4,184,front wheel drive,8-speed shiftable automatic,SUV
23,Volvo,88,S60,gas,premium unleaded (recommended),I4,250,front wheel drive,8-speed shiftable automatic,Sedan
23,Volvo,89,S90,gas,premium unleaded (recommended),I4,316,all wheel drive,8-speed shiftable automatic,Sedan
23,Volvo,90,V60,gas,premium unleaded (recommended),I4,250,front wheel drive,8-speed shiftable automatic,Wagon
23,Volvo,91,V60 Cross Country,gas,premium unleaded (recommended),I4,250,all wheel drive,8-speed shiftable automatic,Wagon
23,Volvo,420,V90,gas,premium unleaded (required),I4,250,front wheel drive,8-speed shiftable automatic,Wagon
23,Volvo,92,V90 Cross Country,gas,premium unleaded (required),I4,316,all wheel drive,8-speed shiftable automatic,Wagon
23,Volvo,93,XC40,gas,premium unleaded (recommended),I4,187,front wheel drive,8-speed shiftable automatic,SUV
23,Volvo,95,XC60,gas,premium unleaded (recommended),I4,250,all wheel drive,8-speed shiftable automatic,SUV
23,Volvo,96,XC90,gas,premium unleaded (recommended),I4,250,front wheel drive,8-speed automatic,SUV